Timestamp,Heart Rate,Label
2025-03-09 00:00:00,91.78674673372566,1.0
2025-03-09 00:00:01,72.0,0.0
2025-03-09 00:00:02,62.0,0.0
2025-03-09 00:00:03,73.0,1.0
2025-03-09 00:00:04,105.0,1.0
2025-03-09 00:00:05,124.0,1.0
2025-03-09 00:00:07,73.78958507932461,0.0
2025-03-09 00:00:08,63.207454301607086,1.0
2025-03-09 00:00:09,76.47755907400129,0.0
2025-03-09 00:00:10,74.39060488214002,0.0
2025-03-09 00:00:11,72.9791309356207,0.0
2025-03-09 00:00:12,55.0,0.0
2025-03-09 00:00:14,160.0,0.0
2025-03-09 00:00:15,63.97769270334996,1.0
2025-03-09 00:00:17,58.0,1.0
2025-03-09 00:00:18,84.88608793499175,1.0
2025-03-09 00:00:19,147.0,0.0
2025-03-09 00:00:20,78.2923713886585,1.0
2025-03-09 00:00:21,77.62683457946837,1.0
2025-03-09 00:00:22,92.4787253944209,0.0
2025-03-09 00:00:23,75.0,0.0
2025-03-09 00:00:24,74.48490806246072,1.0
2025-03-09 00:00:25,92.4787253944209,0.0
2025-03-09 00:00:26,151.0,0.0
2025-03-09 00:00:27,76.07808328311235,0.0
2025-03-09 00:00:28,92.0,1.0
2025-03-09 00:00:29,62.88231792510636,1.0
2025-03-09 00:00:30,85.9597432494017,0.0
2025-03-09 00:00:31,152.0,1.0
2025-03-09 00:00:32,160.0,0.0
2025-03-09 00:00:33,122.0,0.0
2025-03-09 00:00:34,64.18890652175887,0.0
2025-03-09 00:00:35,150.0,0.0
2025-03-09 00:00:36,77.04159560242046,1.0
2025-03-09 00:00:37,74.71633495570404,0.0
2025-03-09 00:00:38,74.51447781308971,0.0
2025-03-09 00:00:39,82.91031947043047,1.0
2025-03-09 00:00:40,74.38544252487299,1.0
2025-03-09 00:00:41,47.05149561597758,1.0
2025-03-09 00:00:43,84.43768784799322,0.0
2025-03-09 00:00:44,69.09194448899112,1.0
2025-03-09 00:00:45,63.2152838408147,1.0
2025-03-09 00:00:46,83.19346906382545,1.0
2025-03-09 00:00:48,46.0,0.0
2025-03-09 00:00:49,67.9151189847091,1.0
2025-03-09 00:00:50,81.54297393474275,0.0
2025-03-09 00:00:52,160.0,0.0
2025-03-09 00:00:53,67.86689099719788,1.0
2025-03-09 00:00:54,61.3555944114874,1.0
2025-03-09 00:00:56,70.0,0.0
2025-03-09 00:00:57,126.0,0.0
2025-03-09 00:00:58,81.35813030406493,0.0
2025-03-09 00:00:59,97.0,1.0
2025-03-09 00:01:00,92.4787253944209,1.0
2025-03-09 00:01:01,57.0,1.0
2025-03-09 00:01:03,74.49761890550863,0.0
2025-03-09 00:01:05,67.0,1.0
2025-03-09 00:01:06,75.0053936262888,0.0
2025-03-09 00:01:08,74.8915966027476,0.0
2025-03-09 00:01:09,72.0,0.0
2025-03-09 00:01:10,115.0,1.0
2025-03-09 00:01:11,129.0,1.0
2025-03-09 00:01:12,56.64183367197554,1.0
2025-03-09 00:01:13,71.93014758075006,0.0
2025-03-09 00:01:14,52.0,1.0
2025-03-09 00:01:15,65.95245382695153,1.0
2025-03-09 00:01:16,97.0,1.0
2025-03-09 00:01:17,146.0,1.0
2025-03-09 00:01:19,144.0,1.0
2025-03-09 00:01:20,70.0,0.0
2025-03-09 00:01:21,92.4787253944209,0.0
2025-03-09 00:01:22,53.560331683780056,0.0
2025-03-09 00:01:23,158.0,1.0
2025-03-09 00:01:24,62.0,0.0
2025-03-09 00:01:25,92.4787253944209,1.0
2025-03-09 00:01:26,75.0,1.0
2025-03-09 00:01:28,158.0,1.0
2025-03-09 00:01:29,77.0262159585595,1.0
2025-03-09 00:01:30,82.46023952982816,0.0
2025-03-09 00:01:32,78.09046835024034,1.0
2025-03-09 00:01:33,157.0,1.0
2025-03-09 00:01:34,130.0,1.0
2025-03-09 00:01:35,122.0,1.0
2025-03-09 00:01:36,68.84686117926293,0.0
2025-03-09 00:01:37,115.0,0.0
2025-03-09 00:01:38,92.4787253944209,1.0
2025-03-09 00:01:39,129.0,1.0
2025-03-09 00:01:40,92.4787253944209,0.0
2025-03-09 00:01:41,92.4787253944209,0.0
2025-03-09 00:01:42,73.09317599236654,1.0
2025-03-09 00:01:43,73.96871937648625,1.0
2025-03-09 00:01:44,68.58155738126557,1.0
2025-03-09 00:01:45,76.74311003526577,0.0
2025-03-09 00:01:47,121.0,1.0
2025-03-09 00:01:48,68.53682702302584,0.0
2025-03-09 00:01:49,83.39443217156345,0.0
2025-03-09 00:01:50,81.83861113931992,1.0
2025-03-09 00:01:52,72.94023721369953,0.0
2025-03-09 00:01:53,69.78553471607478,0.0
2025-03-09 00:01:54,91.0,1.0
2025-03-09 00:01:55,59.0,1.0
2025-03-09 00:01:56,150.0,1.0
2025-03-09 00:01:57,82.0,0.0
2025-03-09 00:01:58,92.0,0.0
2025-03-09 00:01:59,59.09320489175535,0.0
2025-03-09 00:02:00,76.12991767577995,1.0
2025-03-09 00:02:01,72.2412604418346,0.0
2025-03-09 00:02:02,79.0,0.0
2025-03-09 00:02:03,92.4787253944209,0.0
2025-03-09 00:02:04,151.0,0.0
2025-03-09 00:02:05,66.0,1.0
2025-03-09 00:02:06,80.88436180240308,0.0
2025-03-09 00:02:07,73.1614610684079,0.0
2025-03-09 00:02:08,57.26426557786823,0.0
2025-03-09 00:02:10,91.95223431777242,0.0
2025-03-09 00:02:11,78.21593211339238,1.0
2025-03-09 00:02:12,92.61501893492004,0.0
2025-03-09 00:02:13,77.45900551468321,1.0
